country,ordered,weapon,weapon.des,year,years.delivered,delivered,comments
   ,6,TPS-25,ground surv radar,1984,1985,6,
  ,8,S-70B/SH-60B Seahawk,ASW helicopter,1985,1989,8,$219 m deal; S-70B-2 version
  ,8,S-70B/SH-60B Seahawk,ASW helicopter,1986,1990-1991,8,$132 m deal; S-70B-2 version; assembled in Australia from kits
     ,14,S-70/UH-60A,helicopter,1986,1987-1988,14,$210 m 'Project Air 5046'; incl 13 assembled in Australia; S-70A-9 version
     ,28,Harpoon Block-1,anti-ship missile,1987,1992-1993,28,
     ,100,RIM-66B Standard-1MR,SAM,1987,1993-1996,100,$50 m deal; for Perry (Adelaide) frigates
     ,25,S-70/UH-60A,helicopter,1987,1989-1991,25,Part of $202 m 'Project Air 5046'; S-70A-9 version
     ,2,Boeing-707,transport aircraft,1988,1988,2,Second-hand but modernized before delivery; $18 m deal
    ,1,Harpoon Block-1,anti-ship missile,1988,1989,1,
     ,100,M-712 Copperhead,guided shell,1988,1989,100,
     ,40,RIM-66B Standard-1MR,SAM,1988,1988,40,Second-hand; $25-31 m deal; for training
   ,8,LM-2500,gas turbine,1989,1996-2006,8,For 8 MEKO-200 (Anzac) frigates from FRG
     ,9,Mk-15 Phalanx,naval gun,1989,1990-1994,9,"For frigates, destroyers, AALS and support ships"
     ,8,Mk-45 127mm,naval gun,1989,1996-2006,8,For 8 MEKO-200 (Anzac) frigates from FRG; Mk-45 Mod-2 version
     ,15,Piranha/LAV-25,IFV,1989,1991,15,Second-hand; AUD25 m ($17-19 m) 'Project Land-112 Phase-1' or 'ASLAV programme Phase-1'; incl 1 LAV(R) ARV; Australian designation ASLAV
     ,32,AIM-7P Sparrow,BVRAAM,1991,1996-1999,32,For MEKO-200 (Anzac) frigates; RIM-7P Sea Sparrow (SAM) version
    ,97,6V-53,diesel engine,1992,1994-1996,97,For 97 Piranha/LAV-25 (ASLAV) APC and IFV from Canada; 6V-53T version
     ,15,FB-111A,bomber aircraft,1993,1993-1994,15,"Second-hand; $146 m deal (incl $53 m for aircraft and $65 m for spares, support and minor modifications); F-111G version"
     ,2,Newport,landing ship,1993,1994,2,Second-hand (but modernized and modified 1996-2000 in Australia after delivery); AUS70 m 'Joint Project-2027 Phase-1'; Australian designation Kanimbla
     ,8,SPS-49,air search radar,1993,1996-2006,8,For 8 MEKO-200 (Anzac) frigates from FRG; AN/SPS-49V(8) version
     ,50,Mk-46 Mod-5 NEARTIP,ASW torpedo,1994,1995-1996,50,No. could be up to 100
    ,3,P-3B Orion,ASW aircraft,1994,1995-1999,3,Second-hand; $7 m 'Project Air-5276 Phase-2B' (incl 1 more for spare parts); delivered without ASW equipment; modified in Australia to TAP-3 for training
     ,14,6V-53,diesel engine,1995,1996,14,For 14 LAV-25 (ASLAV) IFV from Canada; 6V-53T version
     ,12,C-130J-30 Hercules,transport aircraft,1995,1999-2000,12,'Project Air-5216' worth $466-670 m; option on 12 more not used
   ,12,Harpoon Block-1,anti-ship missile,1995,2000-2001,12,$38 m deal
  ,   ,-20,AVQ-26 Pave Tack,aircraft EO system,1996,1997,-20
     ,20,Mk-48 533mm,anti-ship/ASW torpedo,1996,1996-1997,20,Second-hand; $1.8 m deal; Mk-48 Mod-4 version
     ,150,6V-53,diesel engine,1998,2002-2005,150,For 150 Piranha (LAV-25 or ASLAV) APC from Canada; 6V-53T version
     ,51,AGM-142A/Popeye-1,ASM,1998,2001-2004,51,AUD90 m 'Project Air-5398'; AGM-142E version; for F-111C/G combat aircraft
    ,2,CH-47D Chinook,transport helicopter,1998,2001,2,$45 m deal
     ,1,King Air,light transport ac,1998,1999,1,king Air-350 version; for testing of ground surveillance systems
     ,81,LAV-25 turret,IFV turret,1998,2003-2005,81,For 81 Piranha/LAV-25 IFV from Canada
     ,5,Mk-48 533mm,anti-ship/ASW torpedo,1998,1999,5,Second-hand; $0.4 m deal; Mk-48 Mod-4 version
     ,299,Caterpillar-3126,diesel engine,1999,2005-2007,299,For 299 Bushmaster APC produced in Australia
     ,250,AIM-120B AMRAAM,BVRAAM,2000,2001-2006,250,'Project Air-5400'; for F/A-18A combat aircraft
     ,71,APG-73,combat ac radar,2000,2002-2003,71,AUD250 m deal; for modernization of 71 F/A-18 FGA aircraft
     ,70,AGM-142A/Popeye-1,ASM,2001,2005-2008,70,
     ,10,FGM-148 Javelin,anti-tank missile,2001,2001,10,For use by Australian forces in Afghanistan
     ,64,Harpoon Block-2,anti-ship missile/SSM,2002,2006-2014,64,AUD170 m ($96 m) 'Project Sea-1348'; RGM-84L Harpoon Block-2 version; for MEKO-200 (Anzac) frigates
 ,7,King Air,light transport ac,2002,2003-2004,7,$170 m 10-year lease (bought and owned by Australian company); King Air-350 version; for training
     ,4,Mk-41 VLS,naval SAM system,2002,2006-2008,4,For modernisation of 4 Perry (Adelaide) frigated
   ,676,FGM-148 Javelin,anti-tank missile,2003,2005-2007,676,AUD180 m ($100-110 m) 'Project Land-40-1'; delivery 2005-2007
     ,150,Mk-48 Mod-5 ADCAP,anti-ship/ASW torpedo,2003,2007-2010,150,AUD465 m ($280 m) 'Project Sea-1429'; for Collins submarines
   ,5,PSTAR-ER,air search radar,2003,2004-2006,5,Part of AUD110 m ($73 m) 'Project Land-19 Phase-6'; for use with RBS-70 MANPADS
    ,59,M-1A1 Abrams,tank,2004,2006-2007,59,Part of AUD530-550 m ($420-475 m) 'Project Land-907'; Second-hand M-1A1 rebuilt to M-1A1AIM(D) version
   ,7,M-88A2 HERCULES,ARV,2004,2006-2007,7,Part of AUD530-550 m ($420-475 m) 'Project Land-907'
   ,100,JDAM,guided bomb,2005,2007-2008,100,'AIR-5409' programme
     ,3,King Air,light transport ac,2005,2005-2006,3,10-year lease (bought and owned by Australian company); King Air-350 version; incl for surveillance
     ,175,Standard Missile-2MR,SAM,2005,2008-2013,175,'Project Sea 1390-4B'; SM-2 Block-3A version; for modernized Perry (Adelaide) frigates
     ,12,T55-L,turboshaft,2005,2006-2008,12,'Air-9000 Phase-5A' programme; for modernization of 6 Australian CH-47 helicopters.
     ,500,AGM-114K HELLFIRE,anti-tank missile,2006,2006-2009,500,AUD31 m ($25 m) deal; for AS-665 helicopters
     ,260,AGM-158A JASSM,ASM,2006,2011-2014,260,AUD350-450 m ($270-350 m) 'Project Air-5418'; for F/A-18 combat aircraft
     ,4,C-17A Globemaster-3,heavy transport ac,2006,2006-2008,4,AUD1.9 b ($1.5 b) deal (offsets AUD345 m)
     ,144,Caterpillar-3126,diesel engine,2006,2007-2008,144,For 144 Bushmaster APC produced in Australia
     ,3,Mk-41 VLS,naval SAM system,2006,2017-2020,3,For 3 Hobart destroyers from Spain
     ,50,AGM-154 JSOW,guided bomb,2007,2009-2016,50,AGM-154C and AGM-154C-1 versions
     ,24,ASQ-228 ATFLIR,aircraft EO system,2007,2010-2011,24,For F/A-18E combat aircraft
     ,253,Caterpillar-3126,diesel engine,2007,2008-2010,253,For 253 Bushmaster APC produced in Australia
     ,6,Caterpillar-3616,diesel engine,2007,2017-2020,6,For 3 Hobart destroyers from Spain; possibly from Spanish production line
     ,24,F/A-18E Super Hornet,FGA aircraft,2007,2010-2011,24,AUD6 b ($4.8 b) deal; interim solution to cover gap between F-111 retirement and delivery of F-35; F/A-18F version
     ,6,LM-2500,gas turbine,2007,2017-2020,6,For 3 Hobart destroyers from Spain
     ,4,ScanEagle,UAV,2007,2007,4,Leased for use in Iraq and Afghanistan and Iraq
     ,3,Type-2150,ASW sonar,2007,2017-2020,3,For 3 Hobart destroyers from Spain
     ,47,AIM-9X Sidewinder,BVRAAM,2008,2009-2010,47,
     ,41,Caterpillar-3126,diesel engine,2008,2010,41,For 41 Bushmaster APC produced in Australia
     ,8,F414,turbofan,2008,2010-2011,8,Spares for F/A-18E combat aircraft
     ,2,LM-2500,gas turbine,2008,2014-2015,2,For 2 BPE (Canberra) AALS from Spain
     ,250,M-982 Excalibur,guided shell,2008,2009,250,$40 m deal
     ,3,SPY-1F,air search radar,2008,2017-2020,3,For 3 Hobart destroyers from Spain
    ,5,King Air,light transport ac,2009,2010,5,King Air-300 version; bought by and leased from Australian company
    ,3,SPQ-9,fire control radar,2009,2017-2020,3,For 3 Hobart destroyers from Spain
     ,3,Mk-45-4 127mm,naval gun,2010,2017-2020,3,For 3 Hobart destroyers from Spain
    ,10,RQ-7 Shadow-200,UAV,2010,2011-2012,10,AUD175 m ($157 m) deal (incl 4 control systems); for use in Afghanistan
   ,3,Bell-429 GlobalRanger,light helicopter,2011,2012,3,AUD26 m ($24 m) 4-year lease; for training
     ,1,C-17A Globemaster-3,heavy transport ac,2011,2011,1,$300 m deal
     ,101,Caterpillar-3126,diesel engine,2011,2012,101,For 101 Bushmaster APC produced in Australia
     ,2,CH-47D Chinook,transport helicopter,2011,2012,2,Second-hand
     ,24,MH-60R Seahawk,ASW helicopter,2011,2013-2016,24,AUD2.6 b ($2.5 b) 'Project Air-9000 Phase-8' ($1.5 b offsets)
     ,20,AE-2100,turboprop,2012,2015-2018,20,For 10 C-27J transport aircraft from Italy
   ,1,C-17A Globemaster-3,heavy transport ac,2012,2012,1,
    ,214,Caterpillar-3126,diesel engine,2012,2012-2014,214,For 214 Bushmaster APC from Ireland
   ,7,CH-47F Chinook,transport helicopter,2012,2015,7,AUD514 m ($470 m) 'Project Air-9000 Phase-5C'
   ,200,Mk-54 MAKO 324mm,ASW torpedo,2012,2013-2016,200,For MH-60R helicopters
     ,600,AGM-114K HELLFIRE,anti-tank missile,2013,2014-2016,600,For MH-60R helicopters
     ,110,AIM-120C AMRAAM,BVRAAM,2013,2015-2016,110,$202 m deal; AIM-120C-7 version
     ,12,EA-18G Growler,FGA/EW aircraft,2013,2015-2017,12,$1.5 b 'Project-5349 Phase-3' programme
    ,4002,M-1156 PGK,guided shell,2013,2016-2018,4002,
   ,169,AIM-9X Sidewinder,BVRAAM,2014,2019-2020,169,For F-35A combat aircraft
     ,3,F414,turbofan,2014,2016,3,Spares for F/A-18E combat aircraft
     ,9,Mk-15 Phalanx,naval gun,2014,2015-2021,9,Australian Phalanx Block-1A rebuilt to Block-1B
     ,16,AGM-88E AARGM,ARM,2015,2016-2017,16,
     ,1,Bell-429 GlobalRanger,light helicopter,2015,2016,1,For training
     ,2,C-17A Globemaster-3,heavy transport ac,2015,2015,2,AUD700 m ($544 m) deal
     ,2,G-550 SIGINT,SIGINT aircraft,2015,,,Part of 'Air-555' programme; Australian designation MC-55A Peregrine; delivery planned by 2023
   ,6,M-88A2 HERCULES,ARV,2015,2016,6,
     ,100,Mk-54 MAKO 324mm,ASW torpedo,2015,2016-2019,100,For P-8 ASW aircraft
     ,3,CH-47F Chinook,transport helicopter,2016,2016,3,$180 m deal
     ,2950,GBU-39 SDB,guided bomb,2016,2019-2021,600,
     ,80,Standard Missile-2MR,SAM,2016,2020-2021,40,SM-2 Block-3B version; probably for Hobart destroyers
    ,500,WGU-59 APKWS,anti-tank missile/ASM,2016,2018,500,For Tiger combat helicopter
   ,15,Harpoon Block-2,anti-ship missile/SSM,2017,2018-2020,15,
   ,10,AGM-88E AARGM,ARM,2018,2021,10,
    ,450,AIM-120D AMRAAM,BVRAAM,2018,2019-2021,129,For F-35A combat aircraft
    ,3900,GBU-53/B StormBreaker,guided bomb,2018,,,
    ,108,AIM-120C AMRAAM,BVRAAM,2019,,,For NASAMS-2 SAM systems; AIM-120C-7 version
    ,2,G-550 SIGINT,SIGINT aircraft,2019,,,Part of 'Air-555' programme; Australian designation MC-55A Peregrine
     ,6,MQ-4C Triton,UAV,2020,,,Part of AUD3-4 b 'Project JP-2062' or 'Air-7000 Phase-1B'; MQ-4CN version; delivery planned 2023-2025
     ,,AGM-158B JASSM-ER,ASM,2021,,,Selected but not yet ordered by end-2021
    ,200,AGM-158C LRASM,anti-ship missile,2021,,,For F/A-18F combat aircraft
     ,29,AH-64E Apache,combat helicopter,2021,,,'Land-4503 ARC' programme; delivery planned from 2025; selected but not yet ordered by end-2021
     ,,BGM-109 Tomahawk,SSM,2021,,,For Hobart destroyers; selected but not yet ordered by end-2021
    ,4,CH-47F Chinook,transport helicopter,2021,2021,2,Delivery planned 2021-2022
   ,17,M-1074 JABS,ABL,2021,,,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024
   ,29,M-1150 ABV,AEV,2021,,,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024
     ,,75,M-1A2 SEPV-3 Abrams,tank,-2021,,
     ,6,M-88A2 HERCULES,ARV,2021,,,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024
     ,,PrSM,SSM,2021,,,Selected but not yet ordered by end-2021
     ,40,S-70/UH-60L,helicopter,2021,,,UH-60M version; selected but not yet ordered end-2021
,,,,,,,
Austria,,,,,,,
,100,J85,turbojet,1968,1970-1972,100,For 40 Saab-105XT (Saab-105Ö) trainer/combat aircraft from Sweden (incl spare engines
    ,25,M-8 Greyhound,armoured car,1952,1953,25,Second-hand
    ,108,M-101A1 105mm,towed gun,1955,1956-1957,108,Probably second-hand
  ,68,M-2 107mm,mortar,1955,1956,68,Probably second-hand
     ,34,M-30 107mm,mortar,1955,1956-1957,34,
     ,24,M-59 155mm,towed gun,1955,1956,24,Second-hand; Austrian designation 15.5cm SFKM-2
     ,18,M-7 105mm,self-propelled gun,1955,1956,18,Second-hand; M-7B2 version
     ,1,Bell-47/OH-13,light helicopter,1956,1956,1,Aid; Bell-47G-2 version
     ,18,Bell-47/OH-13,light helicopter,1956,1956-1957,18,'MDAP' aid
     ,2,Cessna-180 Skywagon,light aircraft,1956,1956,2,Cessna-182 version
     ,16,M-42 Duster,SPAAG,1956,1956,16,Aid
     ,153,M-47 Patton,tank,1956,1957,153,Second-hand
     ,5,PA-18 Super Cup,light aircraft,1956,1957,5,
     ,3,TPS-1,air search radar,1956,1957,3,Second-hand; bought after US violations of Austrian air space in 1956 Suez crisis
     ,24,M-114 155mm,towed gun,1957,1958,24,Probably second-hand
     ,30,O-1/L-19 Bird Dog,light aircraft,1957,1957-1958,30,Incl second-hand (but maximum few years old); 'MDAP' aid; L-19A (O-1A) version
     ,1,PA-18 Super Cup,light aircraft,1957,1958,1,PA-18-95 version
   ,10,T-6 Texan,trainer aircraft,1957,1957,10,Second-hand; 'MDAP' aid
   ,42,M-41 Walker Bulldog,light tank,1958,1959-1960,42,Second-hand
     ,3,TPS-1,air search radar,1958,1959,3,Designation uncertain
     ,6,DHC-2 Beaver,light aircraft,1959,1959,6,Second-hand; 'MDAP' aid
     ,120,M-60A1 Patton-2,tank,1962,1962-1963,120,
     ,22,M-42 Duster,SPAAG,1965,1965,22,Second-hand
     ,2,S-65A/CH-53 Stallion,transport helicopter,1969,1970,2,S-65OE version
     ,38,M-109 155mm,self-propelled gun,1972,1973-1974,38,
     ,12,Bell-206/OH-58,light helicopter,1975,1975-1976,12,Bell-206A/OH-58B version
     ,35,M-88,ARV,1977,1978-1980,35,M-88A1 version
     ,50,M-60A3 Patton-2,tank,1980,1983,50,
     ,120,Centurion turret,tank turret,1984,1985-1986,120,Second-hand Centurion-5/2 version returned by Netherlands to USA (legal owner since tanks originally paid by US 'MDAP' aid) and sold to Austria; turrets used in fortifications (rest of tanks scrapped); $0.46 m deal
    ,120,AVDS-1790,diesel engine,1986,1988-1989,120,For modernization of 120 M-160A1 to M-60A3 version; AVDS-1790-2CA version
    ,18,M-109A1 155mm,self-propelled gun,1987,1987-1988,18,$18 m deal; M-109A2 version
    ,20,AIM-9J/P Sidewinder,SRAAM,1992,1998,20,AIM-9P version; for S-35O combat aircraft; acquired as reaction to 1991 Yugoslav-Slovenian war
     ,54,M-109A5 155mm,self-propelled gun,1995,1997-1998,54,Deal worth $49 m; M-109A5 Plus version; Austrian designation M-109A5
    ,9,S-70/UH-60L,helicopter,2000,2002,9,$183 m deal (incl $47 import duties; offsets $394 m); incl for SAR; S-70A-42 version; option on 3 more not used
     ,32,6BT,diesel engine,2016,2019,32,For 32 BvS-10 APC from Sweden
,,,,,,,
Azerbaijan,,,,,,,
,50,6BT,diesel engine,2009,2009-2011,50,For 50 Matador and Marauder APC from South Africa; designation uncertain (reported as '300hp Cummins engine')
     ,90,6BT,diesel engine,2011,2012-2014,90,For 90 Matador and Marauder APC from South Africa; designation uncertain (reported as '300hp Cummins engine')
,,,,,,,
Bahamas,,,,,,,
,2,Cessna-411,light transport ac,1989,1990,2,Incl 1 Cessna-402 and 1 Cessna-421C version
   ,1,LCU-1610,landing craft,1991,1991,1,Second-hand; Bahamas designation Fort Charlotte
     ,2,Europatrol-250,patrol craft,1997,2000,2,Bahamas designation Bahamas
    ,1,King Air,light transport ac,2005,2005,1,King Air-350 version
   ,1,Cessna-208 Caravan,light transport ac,2007,2009,1,
,,,,,,,
Bahrain,,,,,,,
,3,Model-300,light helicopter,1972,1973-1974,3,
     ,1,Hughes-500/OH-6A,light helicopter,1973,1974,1,
     ,1,LCU-390,landing craft,1981,1982,1,Bahraini designation Ajeera
    ,2000,BGM-71 TOW,anti-tank missile,1982,1983-1984,2000,$22 m deal
     ,60,AIM-9J/P Sidewinder,SRAAM,1985,1985-1986,60,Part of $114 m deal; AIM-9P3 version; for F-5E combat aircraft
     ,6,F-5E Tiger-2,FGA aircraft,1985,1985-1986,6,$114 m deal; incl 2 F-5F version
    ,6,F-5E Tiger-2,FGA aircraft,1985,1986-1987,6,$92 m deal; incl 2 F-5F version
     ,3,J85,turbojet,1985,1987,3,Spares for F-5E combat aircraft
     ,14,M-198 155mm,towed gun,1985,1987,14,No. could be 18
    ,250,AIM-9J/P Sidewinder,SRAAM,1986,1987,250,AIM-9P version
    ,6,J85,turbojet,1986,1986-1987,6,Spares for F-5E combat aircraft
     ,54,M-60A3 Patton-2,tank,1986,1987-1988,54,$90 m deal
    ,4,M-88,ARV,1986,1987,4,M-88A1 version
     ,75,AGM-65 Maverick,ASM,1987,1990,75,AGM-65D and AGM-65G version; for F-16C combat aircraft
     ,75,AIM-7E Sparrow,BVRAAM,1987,1991-1992,75,For F-16C combat aircraft
    ,75,AIM-9L Sidewinder,SRAAM,1987,1990,75,For F-16C combat aircraft
    ,12,F-16C,FGA aircraft,1987,1990,12,'Peace Crown-1' deal (partly financed by Saudi Arabia); F-16 Block-40 version; incl 4 F-16D version
    ,70,Stinger,portable SAM,1987,1988,70,$7.1 m deal (incl 14 or 16 launchers)
   ,6,Cape,patrol craft,1989,1989,6,Second-hand
   ,1,S-70/UH-60L,helicopter,1989,1991,1,For VIP transport
   ,9,M-270 MLRS 227mm,self-propelled MRL,1990,1992,9,$50 m deal; original order for 7 increased to 9
   ,27,M-60A3 Patton-2,tank,1990,1991,27,Second-hand; $37 m deal; M-60A3 TTS version
   ,4,LCU-1466,landing craft,1991,1991,4,Second-hand; Bahraini designation Mashtan
   ,115,M-113,APC,1991,1991-1993,115,M-113A2 version
  ,25,M-60A3 Patton-2,tank,1991,1991,25,Second-hand
  ,3,AAQ-13 LANTIRN,combat ac radar,1993,1996,3,AAQ-19 Sharpshooter version
 ,3,AAQ-14 LANTIRN,aircraft EO system,1993,1996,3,AAQ-19 Sharpshooter version
 ,22,AH-1F Cobra,combat helicopter,1994,1995-1997,22,Second-hand; aid; AH-1E and AH-1P version; incl 6 TAH-1P version
 ,190,BGM-71 TOW,anti-tank missile,1994,1996,190,BGM-71D TOW-2 version; probably incl for Bell-209/AH-1E helicopters
  ,8,Harpoon Block-1,anti-ship missile,1995,1997-1998,8,For Perry frigate
   ,1,I-HAWK,SAM system,1995,1997,1,Second-hand; aid
   ,49,M-110A2 203mm,self-propelled gun,1995,1997,49,Second-hand; aid
    ,60,M-60A3 Patton-2,tank,1995,1995-1996,60,Second-hand; lease; aid
   ,40,MIM-23B HAWK,SAM,1995,1997,40,Second-hand; aid
   ,1,Perry,frigate,1995,1997,1,Second-hand $64 m aid; Bahraini designation Sabha
   ,22,RIM-66B Standard-1MR,SAM,1995,1997,22,Second-hand; for Perry frigate; aid
     ,6,M-578,ARV,1996,1996,6,Second-hand; aid
     ,18,Mk-46 Mod-5 NEARTIP,ASW torpedo,1997,1997,18,Second-hand; aid
     ,10,F-16C,FGA aircraft,1998,2000,10,$303 m 'Peace Crown-2' deal; F-16 Block-40 version; option on more not used
     ,26,AIM-120B AMRAAM,BVRAAM,1999,2002,26,$110 m deal
     ,38,M-901 ITV,tank destroyer,1999,2000,38,Second-hand; aid
     ,30,ATACMS Block-1,SSM,2000,2002,30,$20 m deal
    ,270,BGM-71 TOW,anti-tank missile,2000,2001-2002,270,BGM-71E TOW-2A and/or BGM-71F TOW-2B version (possibly incl or only practice TOW-2A missiles)
   ,19,M-113,APC,2000,2001,19,Second-hand; aid; M-113A2 version
   ,12,AH-1F Cobra,combat helicopter,2001,2005-2007,12,Second-hand
   ,11,RIM-66B Standard-1MR,SAM,2002,2002-2003,11,Second-hand; aid
   ,105,M-113,APC,2003,2005,105,Second-hand; aid; M-113A2 version
   ,20,M-109A5 155mm,self-propelled gun,2004,2005,20,Possibly second-hand
   ,1,TPS-59,air search radar,2004,2007,1,$44 m deal; AN/TPS-59(V)3 version
   ,1,King Air,light transport ac,2005,2006,1,King Air-350; incl for MP
   ,180,FGM-148 Javelin,anti-tank missile,2006,2007-2008,180,$42 m deal (incl 60 launchers)
   ,8,S-70/UH-60L,helicopter,2007,2010,8,UH-60M version; incl for CSAR
   ,100,M-113,APC,2009,2010,100,Second-hand; M-113A2 version
